 ,1707
00,74
00am,1
00pm,4
01,3
029,22
08,1
09,1
1.2,2
1.30,2
1.5,17
10,84
100,14
1000,4
100FMS,1
1080,1
11,8
1150,1
118,1
12,38
1200,1
13,10
13.00,1
14,8
1499,2
15,29
150,3
1500,1
15129007413,3
152869516882,2
15291968802,2
15389008309,3
158293853322,4
1599,1
16,11
17,12
18,27
180,3
180926625013,4
18291866454,4
18302989085,12
18706781361029,3
19,23
19.8,1
19.9,2
190,1
1900,1
1963049974,2
199,1
1996,4
19F,3
1V1,2
1ktv,1
1v3,1
2.8,1
20,36
20%,2
20.00,1
200,8
2000,1
2014,4
2015,8
2016,6
20min,1
21,12
2100,1
22,5
2250,1
23,1
2399,1
24,23
240,1
25,2
26,3
260,1
28,2
280,2
29.8,1
29.9,1
2CM,1
2H,1
30,70
300,18
3050623055,1
307,1
32,3
3280,1
330,1
35,3
350,1
36.6,1
360,4
38,1
380,2
39.8,1
399,1
40,11
4001115278,1
420,2
4318,1
44,1
449.2,1
45,15
48,2
499,1
4A,2
5.6,1
50,15
500,2
52,1
550,2
56,1
58,1
58.8,1
5800,1
59.8,1
60,62
63025767,3
63622052,10
650,1
68281699,1
70,3
75,10
788,1
7plus,1
8.5,1
80,6
800,2
81110888,1
85,1
85590904,2
86686697,4
87614211,3
87928888,1
9.5,1
9.9,12
90,24
900,1
950,3
989,3
999,1
Anusara,2
Ashtanga,1
Asthanga,1
A座,3
B,4
BMI,5
BOX360,1
BikramChoudhury,1
CCTV5,4
CFer,1
CROSSFIT,1
CS,1
CrossFit,10
Dance,10
FMS,3
Fanshion,2
Floor,10
Flow,1
G5,2
GTA5,1
HIP,1
HIPHOP,3
HOP,1
High,2
Hiphop,1
IC,4
INBODY,9
In,3
JAZZ,7
JOY,1
Jet,10
K,3
LA,1
LED,1
Lite,1
M,1
MTV,2
MV,2
Modrenjazz,1
NEW,1
O型,12
P,1
PNF,6
POP,3
POWER,1
PVC,1
Popping,1
Powre,1
Q,2
QQ,2
RAGGAE,1
RS,1
SEXY,1
SKY,1
STREET,1
Sexyjazz,1
Style,1
TABATA,1
TB,3
TRX,1
Tianleitiyu,2
Triyoga,2
VIIT,1
VIP,11
VIPR,1
WIFI,10
WiFi,4
Wifi,4
X,14
X光,1
a,4
aime,10
anusara,1
ashtanga,1
b,3
body,1
c,3
com,2
core,1
crossfit,3
d,1
drop,1
e,2
fit,2
hiphop1,1
hipop,1
in,1
inbody,1
jazz,2
kingsport,2
l,4
mm,1
popping,2
power,1
qiang,2
qiang10,1
qiang6,1
s,1
tianleitiyu,2
urban,2
vinyasa,1
waachin,1
wifi,9
www,2
xbox,1
yoga,1
,2
α,1
г,1
∩,2
∷,2
⑸,1
⑹,1
⑽,1
⒂,2
⒉,1
⒌,1
⒏,1
⒒,1
⒘,2
┕,1
┛,1
┢,1
┳,1
★,4
　,19
〖,1
さ,1
し,1
そ,2
た,1
べ,4
ヒ,1
ㄈ,1
ㄊ,2
ㄒ,3
㈣,1
一个半,6
一个月,17
一个班,1
一乾,4
一人,8
一件,1
一份,10
一位,1
一体化,1
一体式,2
一共,1
一千多,1
一卡,1
一双,3
一只,2
一名,3
一周,27
一场,4
一堂,3
一壶,5
一夏,6
一大,3
一大批,6
一头雾水,9
一套,13
一家,2
一寸,1
一对,12
一对一,47
一对二,1
一年,9
一应俱全,1
一张,22
一批,2
一挥,1
一支,1
一日游,1
一月,4
一期,9
一本,1
一条,3
一桌,1
一次性,11
一款,2
一步步,1
一段,5
一流,1
一瓶,1
一盘,1
一种,9
一站式,4
一系列,1
一节,11
一节课,28
一重,1
一门,1
一间,2
一项,2
一颗,2
七年,1
七日,3
七次,1
七谷,1
万物,1
万达,1
三个,6
三位,3
三八,1
三千多,1
三国,1
三层,4
三楼,1
三次,11
三私教,1
三节,3
三节课,6
三选,1
三重,1
上午,3
上台,2
上山,2
上杆,2
上班,1
上端,2
上线,1
上网,2
上课,113
上门,3
下午,7
下午茶,2
下单,6
下垂,18
下杆,2
下腹部,2
下设,2
下车,4
下道,2
下降,2
不予,4
不二,3
不分,2
不到,6
不含,2
不均,1
不孕,2
不宜,4
不屈,2
不得其法,1
不想,2
不断完善,4
不良,5
不良反应,1
不见,1
不见不散,4
不适,4
不间断,2
不限店,2
不限箭数,3
不限舞种,3
与你同在,4
专业,115
专业人才,3
专业性,2
专业技能,3
专业级,2
专享,1
专修,2
专场,8
专家,3
专属,2
专攻,2
专注,5
专用,7
专职,1
专项,3
世界,11
世界杯,2
业余,1
东方,5
东西,4
东贤,5
丝,1
丝路,1
两,5
两个,10
两人,1
两台,1
两天,2
两店,1
两张,1
两支,1
两次,5
两瓶,10
两节,6
两节课,4
两面,3
两项,1
严丛,1
严禁,2
个体化,1
个性化,4
中,46
中先,1
中包,1
中医,3
中因,10
中国,11
中国歌剧舞剧院,1
中国舞蹈家协会,4
中场,10
中央空调,3
中式,10
中心,12
中有,1
中登,3
中级,12
中途,2
丰厚,2
丰富多彩,3
串联,1
临时,2
为准,1
为期,2
主体,6
主动,1
主卡人,1
主场,3
主持,1
主题,9
丽舍,1
举重,1
久坐,1
久远,4
乇,1
义,3
之内,5
之外,7
之日起,17
之源,1
之火,1
之美,3
之选,3
之道,1
之间,1
之际,1
乐园,1
乐观,1
乒乓球,11
乔氏,19
乘坐,2
乘客,8
九大,1
九峰,2
九次,9
九球,4
九路,3
九选,1
习惯,5
习惯性,2
习练,4
书包,1
书吧,7
书法,4
书籍,6
买,4
乱,2
乾惕,4
事,2
事宜,1
事实上,1
事情,2
二十分钟,6
二十多种,2
二路,4
二选,1
二重,1
亍,1
云顶,1
互动性,1
五人,2
五律,1
五星级,1
五次,13
五种,3
五节,2
五节课,3
五行,1
亚,1
亚健康,1
亚洲,1
亚特,4
交,1
交叉,4
交取,1
交易,4
交流,15
交流平台,2
交流活动,18
交清,1
交纳,1
交际,5
亦可,1
产,3
产前,1
产后,37
产品,7
产妇,4
享,2
享受,44
享用,3
京昆,2
亲临,1
亲友,1
亲子,5
亲子关系,2
亲密关系,1
亲密无间,4
亲情,1
人体,11
人即,3
人均,2
人手,1
人数,32
人格,4
人气,2
人班,1
人群,10
人起,1
仅供,1
仅售,2
仅限,124
仅限于,4
介绍,8
付费,3
代表性,2
代课,3
代谢,7
代金券,5
以中,1
以内,3
以示,1
以礼相待,4
价,2
价位,1
价值,33
价格,11
任君畅,1
任意,6
任教,2
任选,23
份,8
企业,21
企事业,5
伏案,1
休息,13
休息区,22
休息厅,4
休闲,14
优,1
优异者,1
优惠,68
优惠券,5
优惠活动,1
优秀,1
优越,2
优雅,2
优魄杯,8
会员,112
会员卡,3
会补,2
会馆,16
伞,4
传媒,1
传授,10
传播,6
传染,2
传染病,1
传统,9
传送,1
伤害,3
伤病,1
伴手,1
伴舞,2
伸,1
伸展,34
伽,14
伽人,1
佃,2
位于,7
位置,3
低,4
低头,1
低血压,2
住宿,13
体,13
体会,19
体位,10
体位法,1
体型,7
体式,11
体形,2
体态,25
体悟,1
体感,2
体操,10
体操课,1
体操赛,4
体智,5
体测,11
体现,2
体系,2
体育,17
体育场,2
体育考试,4
体育锻炼,5
体能,35
体能训练,15
体脂,2
体脂率,1
体质,2
体适,23
体重,3
体雕,1
体验,284
体魄,2
余,2
作业,6
作出,1
作品,2
作息,3
作用,2
佩戴,1
佳,1
使用权,1
例外,1
供,12
供应,1
供应商,2
供选择,1
依托,4
侧,2
侧弯,1
侧旋,9
侧身,1
侵袭,2
便会,1
便捷,3
保健,11
保护,3
保留,1
保癖,1
保证,4
保证质量,2
保险费,2
信为,4
信心,1
信息,8
信赖,1
修,1
修复,18
修完,1
修行,4
俱乐部,86
倍,4
倒地,2
借阅,6
倦怠,1
值得,1
倾,4
倾力,1
做,12
做人,1
做好,2
停不下来,1
停课,34
停车,4
停车位,8
健体,1
健君,1
健康,30
健康状况,1
健美,3
健身,135
健身卡,4
健身器材,1
健身房,11
傅迹,1
储值卡,6
储物柜,54
傲人,5
僵硬,6
儿童,66
元,90
元到,1
元包,1
元整,1
元本,1
元注,1
元素,1
充满,10
充满热情,2
先,6
先进,2
光临,11
光盘,1
克己,9
克拉姆,1
免疫力,1
免责,1
免费,314
兑换,10
入住,1
入场,5
入学,1
入门,1
入驻,1
全,5
全体成员,2
全免,1
全国,3
全场,15
全天,1
全套,1
全市,10
全店,2
全开,1
全新,9
全方位,4
全日制,2
全是,3
全景,1
全球,2
全程,2
全自动,2
全身性,1
全长约,1
全额,1
八号,2
八字,4
八桌,3
八球,4
八节,1
八路,2
八重,1
公交路线,2
公交车,4
公众,3
公司,11
公园,2
公开课,2
公用,1
公益,5
公里,5
六个月,1
六分,3
六大,1
六支,1
六点,1
六节,1
六节课,1
六选,1
共三,2
共有,1
共计,4
关心,2
关系,2
关联,1
关节,38
关键,1
兴趣,4
具,1
具体位置,2
具备,1
养,1
养成,3
养生,17
养生茶,1
兼修,8
内不限,6
内分泌,1
内分泌腺,2
内到,4
内均,1
内外,10
内容,110
内开卡,1
内心,1
内换次,1
内脏器官,1
内裤,1
内训,1
内设,5
内部,2
内限,1
军事,1
农家乐,4
冠军,1
冥想,11
冰球,1
冰镇,1
冲减,1
冲动,2
冲拳,3
冲洗,1
冲澡,3
净化器,4
准时,5
准确,2
准确性,1
减压,8
减少,3
减肥,9
减脂,20
减轻,4
减重,1
几周,2
凡到,1
凡来,1
凤城,5
凭此,1
凭证,2
凸显,1
出发,2
出口,2
出奇,1
出示,4
出血,2
击打,4
击球,25
分,5
分为,6
分享,2
分娩,6
分布,1
分开,2
分析,31
分班,1
分离,4
分类,3
分组,1
分解,4
分钟,140
切忌,2
切记,10
划卡,1
划水,1
划船,3
创始,1
创建,4
创意,3
创新,2
创新型,1
创立,1
创造力,2
初次,6
初步,1
初级,12
初级班,1
初衷,4
判断,14
利益,18
到塘分,1
到达,6
制力,1
制定,6
制胜球,1
刷,1
刷卡,1
券,32
券不限,1
券可分,2
券可到,1
券号,2
券码,2
券请,1
券限,1
刹渭拥,1
刺激,2
前,46
前倾,4
前十名,1
前台,8
前均,1
前所未有,2
前来,1
前沿,2
前级,1
剧烈运动,13
剩,1
剩余,1
劈掌,1
力,3
力量,85
力量雄厚,4
办,2
办公,1
办理,8
功,1
功底,1
功效,1
功法,1
功能,49
功能性,28
加,1
加尤,3
加课,1
务必,5
动,3
动亦静,4
动作,42
动如脱兔,5
动态,2
动感,5
动感单车,16
动易,4
励行,4
劲武,5
劲舞,1
劳损,3
势能,1
勇敢,4
募,1
勺杷,1
勾,1
勾拳,1
匀称,1
包,4
包厢,2
包含,70
包场,4
包括,31
包教包会,1
包间,8
化解,1
北郊,3
匦,2
匪夷所思,1
区,14
区域,13
医生,13
医用,3
十三,1
十五分钟,2
十位,2
十余种,1
十分钟,4
十到,2
十号,4
十字,3
十年,5
十次,2
十节课,1
千元,1
升级,1
午场,1
半价,5
半场,1
半封闭,1
半小时,5
半年,17
半日制,1
协会,3
协商,2
协调,3
协调性,22
单不含,1
单为,6
单云手,2
单人,26
单价,1
单位,8
单功能,2
单可分,7
单够,2
单年,1
单张,1
单月,2
单次,60
单独,3
单节,4
单限,2
南,2
南美,3
博奥,5
卞,3
卞清,2
占,1
卡,113
卡不限,2
卡为,1
卡仅,1
卡可,3
卡日,2
卡期,1
卡类,1
卡自,1
卡自到,1
卡通,1
印,1
印度,8
危险,1
危险性,2
即兴,1
即可,16
即日起,1
即止,4
卵子,2
卷,5
历史,4
压力,15
原,1
原于,1
原价,14
原则,6
原因,15
原理,3
原装,1
厥,1
厨房,1
去掉,4
参与,8
参加,25
参考价,1
及体,1
及切,1
及成,1
友情,2
友爱,2
双,3
双云手,2
双人,9
双打,9
双月卡,2
双缠,1
双节棍,5
双重,1
反应力,3
反馈,2
发,2
发力,2
发子,1
发展,30
发展趋势,5
发愁,4
发挥,5
发放,4
发现,3
发球,33
发生,2
发票,2
发芽,6
发货,2
取消,9
受伤害,2
受力,1
受孕,2
受损,3
受欢迎,1
受身,1
受限,6
变化,13
变换,1
变细,1
叠加,17
口令,2
口号,4
口向南,3
口头,4
口径,2
古典,3
古典舞,7
古琴,4
另有,3
另行通知,1
叩,1
叩首,1
只练,1
只能,7
叭,1
可三选,1
可上,1
可享,8
可分,21
可到,11
可沿,2
可用,3
可留教,1
可续团,1
台,2
台尼,4
台球,20
台球桌,1
台阶,1
台阶式,2
台风,1
右,2
号,5
号牌,1
司机,2
吃,3
各减,1
各大,1
各类,43
各项,8
合作,1
合并,1
合格,2
合理安排,2
合计,2
合适,11
合道,3
吉,4
吊,1
吊球,5
同事,1
同享,4
同意,2
名,4
名优,1
名可,1
名额,1
名额有限,4
后场,11
后天,1
后方,10
后期,1
向前,1
向前走,2
向南,2
向西南方,2
君如,5
含,21
含站,1
含胸,6
含量,3
含鞋,1
听从,8
听取,3
听解,2
听课,1
吸汗,2
吸烟,2
告知,20
告诉,2
员工,8
周,16
周一,15
周三,4
周二,2
周五,14
周六,7
周六日,4
周内,3
周内卡,1
周内班,3
周内班为,2
周到,6
周卡,23
周天,1
周岁,7
周日,8
周期,1
周末,16
周至县,4
周边,1
呼吸,10
咖啡,14
咖啡厅,8
咨,2
咨询,72
咨询电话,5
品牌,2
品类,1
品质,2
唤醒,4
售卖,4
唯一,3
唱诵,2
商业,3
商人,1
商务,4
商卡,1
商品,1
商定,1
商家,60
商户,8
商议,1
善于,4
喙,1
喜悦,5
喜欢,6
喜爱,3
喝,4
嗤,1
嗥,1
嗨,1
嘻哈舞,1
器,3
器官,2
器时长,2
器材,21
器械,105
四个,1
四十五分钟,2
四大,2
四季,3
四岁,1
四方,2
四炅湎,1
四肢,2
四节课,1
回到,1
回报,1
回春,2
回访,18
回课,1
回馈,1
团,1
团体,8
团体操,2
团单,9
团训,2
团课,5
团购,64
团队,19
园,2
困扰,2
围度,4
固定,6
国,1
国内,2
国内外,1
国学,2
国家,6
国家一级,2
国家标准,1
国标,3
国武班,1
国际,13
国际化,1
圆肩,5
圈,2
圣伽,1
在家,6
在短期内,1
在线,1
地下室,4
地中海,2
地券,2
地址,10
地板,3
地点,7
场,3
场地,53
场所,1
场至,2
场馆,14
均衡,14
坏,1
块,1
坚韧,5
垃圾,3
型,20
垫,47
垫子,9
垫步,3
埃及,5
培,1
培养,16
培训,47
培训中心,1
培训基地,2
培训班,8
基地,15
基本功,9
基本操作,2
基本知识,8
基本素质,1
基础,55
基础代谢,6
基础代谢率,4
基础知识,2
基础薄弱,1
基础课,2
堤,3
塑型,1
塑形,69
塑性,5
塑胶,3
塑身,4
塑造,7
填写,3
墒,1
增减,1
增加,20
增大,3
增强,32
增肌,10
增长,1
壁,1
壑,1
声明,1
壶,3
壹年,1
处于,4
备孕,4
备注,9
复习,1
复印件,2
复合,3
夏令营,1
夏日,2
外,8
外扩,14
外突,4
多余,1
多元化,2
多卡,1
多台,3
多年,5
多店,3
多样,1
多样性,1
多款,2
多点,5
多球,13
多球训,1
多种,8
多类,3
多维度,2
多节,3
大亨,1
大众,11
大会,1
大包,2
大厦,8
大型,1
大奖,1
大小不一,4
大师,2
大师赛,4
大床,1
大明宫,2
大气,1
大班,1
大礼包,1
大纲,2
大脑,2
大腿,1
大讲堂,1
大长,1
天,8
天使,2
天内,7
天只,1
天姿,1
天悦,1
天气,5
天用,1
天磊,4
天维密,1
太乙店,1
太极,12
太极拳,2
太白,1
太长,1
太阳,1
夭,1
失眠,3
头痛,1
头盔,3
夸张,1
奉爱,3
奔跑,2
奖品,1
套,1
套路,3
套餐,78
奥林匹克,2
女人味,1
女士,6
女子,7
女性,5
女王,3
女生,2
女足,2
好去处,4
好处,6
好夥,1
好看,2
好难,1
如对,2
如意,3
如握,1
如有安,2
如要,3
如需,16
妇女节,1
妊娠,2
妗,1
妥善,3
妻子,1
始终保持,2
姓名,2
委员会,4
姿,1
姿势,1
姿态,5
娱乐,8
娱乐厅,1
娴剿,1
婆媳关系,1
婵静,1
媪,1
媸,1
嫘,1
孔雀园,1
孕中,4
孕产,6
孕前,18
孕周,2
孕妇,11
孕妈咪,2
孕期,6
孙,3
季卡,8
季度,2
学,3
学习,85
学会,9
学员,91
学完,2
学期,4
学校,2
学生,8
学生证,2
学童,1
学者,1
学费,2
学院,10
孩子,47
守则,13
安,3
安排,135
完,24
完后,1
完善,1
完整,6
完毕,28
完美,5
宗旨,6
官网,3
定于,3
定位,5
定制,30
定期,36
定金,1
宝石,1
宝贝,1
实习,4
实习期,1
实体,3
实况足球,1
实名制,3
实施,2
实用,1
实用技术,4
实练,1
实践,7
客人,2
客座,1
客户,5
客服,7
客用,3
客观因素,4
客运站,2
室内,8
室温,1
家人,3
家庭,1
家庭幸福,1
宽大,2
宽松,17
宾馆,8
寄存,2
富有经验,1
富贵,2
寓教,1
寸,1
对抗,2
对肠,1
对讲机,2
对象,4
对面,1
寻求,2
导师,9
导恃,1
导敖塘纷,1
导致,18
封顶,1
射击,1
射箭,6
尊享,1
尊巴,1
尊礼,4
尊贵,7
尊重,2
小叶,3
小号,2
小吃,12
小团体,3
小型,1
小宝贝,1
小提示,1
小时,179
小点心,1
小班,17
小白,1
小腿,2
小蛮,1
小计,1
小食,2
少儿,52
少年儿童,1
少走弯路,1
尔马,2
尖锐,2
尝试,1
就业,7
就职,1
就近,16
就餐,1
尼克斯,3
局部,7
层,3
层层,1
层面,1
屑,1
展现,4
展示,2
山体,2
岁,31
峁,2
峪口,4
峰,6
嵩痹,1
嵩苯,2
工作,12
工作人员,22
工作室,6
工作者,1
工具,7
左,2
左右脑,4
差价,3
市区,4
师资,4
师资队伍,1
希望,4
帐号,1
带上,1
带到,2
带国级,1
带来,5
带给,9
带走,1
带队,1
带领,2
带飞,2
帮,1
常年,4
常温,6
常见,3
常规,6
常识,1
幅度,3
干蒸,1
平台,2
平方米,1
平日,1
平等,2
平米,8
平衡,8
平衡力,2
平衡性,5
平衡感,2
平静,5
年,31
年会,3
年内,2
年卡,14
年卡自,1
年轻人,2
年龄,21
年龄段,10
并步,3
幸福感,1
幸运,1
幼儿,17
广,1
广场,1
庆祝,1
序列,1
应变能力,2
店,69
店内,64
店售,2
店家,1
店拿取,1
店能,3
店里,1
度,2
座,2
康,1
康博,5
康博海,1
康复,10
康复训练,1
延展,5
延时,2
延续,4
延缓,2
延迟时间,2
延长,5
延长时间,2
建立,3
建议,8
建议您,3
建设,1
开,1
开业,10
开卡,6
开卡后,4
开发,1
开发式,4
开台,2
开合,1
开拓者,5
开掘,1
开朗,5
开班,7
开营,1
开设,24
开课,7
开课时间,6
开车,1
开馆,1
异状,2
异议,4
式,6
弓步,1
弓舍,3
引发,1
引领,2
弘扬,4
张,24
弧,1
弯,1
弯腰,4
弱,1
弱侧,1
弱酸性,1
弹,1
弹力,12
弹夹,2
弹性,12
弹跳,14
强,4
强健,8
强势,1
强化,15
强化训练,2
强度,6
强效,1
强行,1
强身,1
强身健体,1
当天,12
当日,18
当月,4
形体,43
形外,2
形式,1
形象,2
影响,2
待遇,4
得力助手,1
循序渐进,1
循环,3
微信,8
德合道,1
心,11
心动,1
心情,2
心灵,9
心理,2
心理素质,9
心肺,16
心脏,2
心脏病,17
心脑血管,1
心血管,2
心跳,5
必修课,1
必修课程,1
忍者,1
忍耐,9
快乐,26
快快,4
快速,1
快速反应,2
怀孕,2
怀挚,1
态度,4
怠,3
怡,1
急速,5
性,9
性别,1
性功能,2
性感,1
性格,10
总,9
总计,1
总部,1
恐怖症,1
恐惧,1
恐高症,2
恒温,3
恢复,8
患有,3
患者,13
悬挂,4
情侣卡,1
情况,12
情感,10
情绪,2
惊喜,1
惟度,1
惠,1
想不到,4
想变,1
想瘦,1
想要,4
惶祝,1
惺,1
愉悦,7
意外,13
意志品质,4
意念,1
意识,5
愚笨,4
感冒,2
感受,3
感恩,5
感觉,7
感谢您,1
愤怒,1
慎重,1
懂,5
成交,1
成人,58
成份,1
成分,5
成功,7
成品,14
成效,2
成绩,3
成长,9
我店,1
我管,3
我馆,12
或用,1
战术,32
战绳,1
截击,10
截止,2
户外,10
户外运动,2
房,2
房等,1
所学,2
所说,1
扁平,12
扇,1
手,3
手势,1
手型,3
手术,1
